,0,1,2,3,4,5,6,7,8,9,10,11,12
5254,3,0,0,1,0,0,0,0,0,0,0,b,6
5255,4,0,0,1,1,1,1,1,0,0,0,b,6
5256,5,0,0,1,0,0,0,0,1,0,0,b,6
5257,6,0,0,1,0,0,0,0,1,1,0,b,6
5258,7,0,0,1,0,0,1,0,1,0,0,b,6
5259,8,0,0,1,1,1,1,1,0,0,0,b,6
5260,9,1,0,0,0,0,0,0,0,0,0,b,6
5261,0,0,0,0,0,1,0,0,0,1,1,d,30
5262,1,1,0,0,0,0,0,0,0,0,0,d,30
5263,2,0,0,1,0,0,0,0,1,0,0,d,30
5264,3,0,1,1,0,0,0,0,1,0,0,d,30
5265,4,0,0,0,1,1,1,0,1,0,1,d,30
5266,5,0,1,1,1,0,0,0,1,0,1,d,30
5267,6,1,0,1,0,1,1,1,1,0,0,d,30
5268,7,0,0,1,0,0,1,0,1,0,1,d,30
5269,8,0,0,0,0,1,1,1,0,0,0,d,30
5270,9,0,0,0,1,1,0,1,0,0,0,d,30
5271,0,0,0,0,0,0,0,0,0,0,0,f,2
5272,1,0,0,0,0,0,1,1,0,0,0,f,2
5273,2,0,0,0,0,1,0,0,0,0,0,f,2
5274,3,0,0,1,0,1,0,0,0,0,0,f,2
5275,4,0,0,1,1,1,1,1,0,0,0,f,2
5276,5,0,0,0,0,1,0,0,0,0,0,f,2
5277,6,0,0,0,0,1,0,0,0,0,0,f,2
5278,7,0,0,0,0,1,0,0,0,0,0,f,2
5279,8,0,0,0,0,1,0,0,1,0,0,f,2
5280,9,0,0,0,0,0,0,0,0,0,0,f,2
5281,0,0,0,0,0,1,1,1,0,0,0,b,30
5282,1,0,0,1,0,0,1,0,0,0,0,b,30
5283,2,1,0,1,0,0,0,1,0,0,0,b,30
5284,3,0,0,1,0,1,0,1,1,1,0,b,30
5285,4,0,0,1,1,0,1,1,0,0,0,b,30
5286,5,0,0,1,0,0,1,1,0,0,0,b,30
5287,6,0,0,0,1,0,0,0,1,0,0,b,30
5288,7,1,0,0,0,0,0,0,1,1,0,b,30
5289,8,0,0,1,1,0,1,1,0,0,1,b,30
5290,9,0,0,0,0,0,0,1,0,0,0,b,30
5291,0,0,0,0,0,1,0,1,0,1,1,d,28
5292,1,0,0,0,0,0,0,0,1,0,0,d,28
5293,2,0,1,0,0,1,0,1,1,0,0,d,28
5294,3,1,0,0,0,0,0,0,1,0,0,d,28
5295,4,0,1,0,1,1,0,1,0,0,0,d,28
5296,5,0,0,1,0,0,0,0,1,1,0,d,28
5297,6,0,0,1,0,0,0,1,1,1,0,d,28
5298,7,0,0,0,0,1,1,0,1,0,1,d,28
5299,8,1,1,0,1,1,1,0,1,0,0,d,28
5300,9,0,0,0,0,0,1,0,0,0,0,d,28
5301,0,0,0,0,0,0,0,0,0,0,0,f,17
5302,1,0,0,0,0,0,1,1,0,0,0,f,17
5303,2,1,0,0,0,1,1,0,0,0,0,f,17
5304,3,0,0,1,0,0,0,0,0,0,0,f,17
5305,4,0,1,1,1,1,0,1,0,0,0,f,17
5306,5,0,0,0,1,1,1,0,0,0,0,f,17
5307,6,0,0,1,0,0,0,1,1,0,0,f,17
5308,7,0,0,0,0,0,0,0,0,0,0,f,17
5309,8,0,0,0,0,1,0,0,0,1,0,f,17
5310,9,0,1,0,0,0,0,0,0,0,0,f,17
5311,0,0,0,0,0,0,0,0,1,0,0,b,11
5312,1,0,0,1,0,0,0,0,0,1,0,b,11
5313,2,1,0,1,0,0,0,0,0,1,0,b,11
5314,3,0,0,0,0,0,0,0,0,0,0,b,11
5315,4,0,0,1,1,0,1,1,0,0,0,b,11
5316,5,0,0,1,1,0,0,0,1,0,0,b,11
5317,6,0,0,0,0,0,0,0,1,0,0,b,11
5318,7,0,0,1,0,0,0,0,1,0,0,b,11
5319,8,0,0,1,1,1,1,1,0,0,0,b,11
5320,9,0,0,0,0,0,0,1,0,0,0,b,11
5321,0,0,0,0,1,0,0,0,0,0,0,d,3
5322,1,1,0,0,0,0,0,0,1,0,0,d,3
5323,2,0,0,0,0,0,0,0,1,0,0,d,3
5324,3,0,0,0,0,0,0,0,1,0,0,d,3
5325,4,0,0,0,1,1,1,1,1,0,0,d,3
5326,5,0,0,1,0,0,0,0,1,0,0,d,3
5327,6,0,0,1,0,0,0,0,1,0,0,d,3
5328,7,0,0,1,0,0,0,0,1,0,0,d,3
5329,8,0,0,0,1,1,1,1,1,0,0,d,3
5330,9,1,0,0,0,0,0,0,0,0,0,d,3
5331,0,1,0,1,0,0,0,0,0,0,0,f,23
5332,1,0,0,0,0,0,1,0,0,1,0,f,23
5333,2,0,0,0,0,0,0,0,1,1,0,f,23
5334,3,1,1,1,0,1,0,0,0,0,0,f,23
5335,4,0,0,1,1,1,1,1,0,0,1,f,23
5336,5,0,1,0,0,1,0,0,0,0,0,f,23
5337,6,0,0,0,0,1,0,0,1,0,0,f,23
5338,7,0,0,1,0,0,0,0,0,0,1,f,23
5339,8,1,0,0,0,1,0,0,0,0,0,f,23
5340,9,0,0,0,0,1,0,1,0,0,0,f,23
5341,0,1,1,1,1,0,1,1,0,0,0,b,31
5342,1,0,1,1,1,0,0,0,0,0,0,b,31
5343,2,0,0,1,1,1,0,1,0,1,0,b,31
5344,3,0,0,1,0,0,0,0,0,0,0,b,31
5345,4,1,0,1,1,1,1,1,1,0,0,b,31
5346,5,0,0,1,0,0,1,0,0,0,1,b,31
5347,6,1,0,1,1,0,0,0,0,0,0,b,31
5348,7,1,0,1,1,0,0,0,1,0,1,b,31
5349,8,0,0,1,1,1,1,1,0,0,0,b,31
5350,9,0,0,1,0,0,1,0,0,0,0,b,31
5351,0,0,0,1,0,0,0,0,0,0,0,d,30
5352,1,1,0,0,0,0,0,0,1,0,0,d,30
5353,2,1,0,0,1,0,0,0,1,0,1,d,30
5354,3,1,1,1,0,0,1,0,1,0,0,d,30
5355,4,0,0,1,1,0,1,1,1,0,0,d,30
5356,5,0,0,1,1,0,0,0,1,0,1,d,30
5357,6,1,0,1,1,0,1,1,1,0,0,d,30
5358,7,1,0,1,0,0,1,0,0,0,0,d,30
5359,8,0,0,0,0,0,1,1,1,0,1,d,30
5360,9,0,0,1,1,0,0,0,0,1,0,d,30
5361,0,0,0,0,1,1,0,1,0,0,0,f,15
5362,1,0,0,0,1,0,1,1,0,0,0,f,15
5363,2,0,0,0,0,1,0,0,0,0,0,f,15
5364,3,0,0,0,0,1,0,0,0,0,0,f,15
5365,4,0,0,1,0,0,1,1,0,0,0,f,15
5366,5,0,0,0,0,1,0,0,1,0,0,f,15
5367,6,1,0,0,0,1,0,0,0,0,0,f,15
5368,7,0,0,0,0,1,1,0,0,1,0,f,15
5369,8,0,1,0,0,1,0,0,1,0,0,f,15
5370,9,0,0,0,0,1,0,0,0,0,0,f,15
5371,0,0,0,0,0,0,0,0,0,0,0,b,7
5372,1,0,0,1,0,0,0,0,0,0,0,b,7
5373,2,0,1,1,1,0,0,0,0,0,0,b,7
5374,3,0,0,1,0,0,0,0,0,0,0,b,7
5375,4,0,0,1,1,1,1,1,0,0,0,b,7
5376,5,0,0,1,0,0,0,0,1,1,0,b,7
5377,6,0,0,1,0,0,0,0,1,0,0,b,7
5378,7,0,0,1,0,0,0,0,1,0,0,b,7
5379,8,0,0,1,1,0,1,1,0,0,1,b,7
5380,9,0,0,0,0,1,0,0,1,0,0,b,7
5381,0,0,0,0,0,0,0,1,0,0,0,d,28
5382,1,0,0,0,1,1,0,0,0,0,0,d,28
5383,2,1,0,0,1,0,0,0,1,0,0,d,28
5384,3,0,1,0,0,0,1,1,1,0,1,d,28
5385,4,0,1,0,1,1,1,1,1,0,0,d,28
5386,5,0,0,1,0,1,0,1,1,0,0,d,28
5387,6,1,0,0,0,0,0,0,1,1,0,d,28
5388,7,0,0,1,1,1,1,1,1,0,0,d,28
5389,8,0,0,0,1,1,1,1,1,0,0,d,28
5390,9,0,0,0,1,0,0,0,0,1,0,d,28
5391,0,0,0,0,0,0,1,0,0,1,0,f,20
5392,1,1,0,0,0,0,1,1,0,0,0,f,20
5393,2,1,0,0,0,1,1,0,0,0,0,f,20
5394,3,0,0,0,1,1,0,0,0,0,0,f,20
5395,4,0,0,1,0,0,1,1,0,0,1,f,20
5396,5,0,0,0,1,1,1,0,1,0,0,f,20
5397,6,1,0,0,0,0,0,1,0,0,0,f,20
5398,7,1,0,0,0,1,0,0,1,0,1,f,20
5399,8,0,0,0,0,1,0,1,1,0,0,f,20
5400,9,0,0,0,0,0,0,0,0,0,0,f,20
5401,0,0,0,0,0,0,0,0,0,0,0,b,12
5402,1,0,0,1,0,0,1,0,0,0,0,b,12
5403,2,0,0,1,0,0,1,0,0,0,0,b,12
5404,3,0,0,1,0,0,0,0,0,0,0,b,12
5405,4,0,0,1,0,1,1,1,0,0,0,b,12
5406,5,0,1,1,0,0,0,1,1,1,0,b,12
5407,6,0,0,1,0,1,0,0,1,1,0,b,12
5408,7,1,0,1,0,0,0,1,1,0,0,b,12
5409,8,0,0,1,1,1,0,1,0,0,0,b,12
5410,9,0,0,0,0,0,1,0,0,0,0,b,12
5411,0,0,0,1,0,0,0,0,0,0,0,d,22
5412,1,1,1,1,0,0,0,0,1,0,1,d,22
5413,2,0,0,0,0,0,0,0,1,0,0,d,22
5414,3,0,0,0,1,0,0,1,0,0,1,d,22
5415,4,0,0,0,0,1,1,1,1,0,0,d,22
5416,5,0,0,1,1,0,1,0,1,0,0,d,22
5417,6,0,0,1,0,0,0,0,1,0,0,d,22
5418,7,1,1,1,0,1,0,0,0,1,0,d,22
5419,8,0,1,0,0,1,1,1,1,0,0,d,22
5420,9,0,0,0,1,0,0,0,0,0,0,d,22
5421,0,0,0,0,0,0,0,0,0,0,0,f,5
5422,1,0,0,0,0,0,1,1,0,0,0,f,5
5423,2,0,0,0,0,1,0,0,0,0,0,f,5
5424,3,0,0,0,0,1,0,0,0,0,0,f,5
5425,4,0,0,0,1,1,1,1,1,0,0,f,5
5426,5,0,0,0,0,1,0,0,0,1,0,f,5
5427,6,0,0,0,0,1,0,0,1,0,0,f,5
5428,7,0,0,0,0,1,0,0,0,0,0,f,5
5429,8,0,0,0,1,1,0,0,0,0,0,f,5
5430,9,0,0,0,0,0,0,0,0,0,0,f,5
5431,0,0,0,1,0,1,1,0,1,0,0,b,27
5432,1,1,1,1,0,0,1,0,0,1,0,b,27
5433,2,0,1,1,0,1,0,0,0,0,0,b,27
5434,3,0,0,0,0,0,0,1,1,0,0,b,27
5435,4,0,1,1,1,1,1,1,0,0,1,b,27
5436,5,0,1,1,0,0,0,1,1,0,0,b,27
5437,6,0,1,0,0,0,0,0,1,0,0,b,27
5438,7,0,0,1,0,1,0,0,0,0,0,b,27
5439,8,0,1,1,0,1,1,1,0,0,0,b,27
5440,9,0,0,0,1,0,1,1,0,1,0,b,27
5441,0,0,0,0,1,1,0,0,0,0,1,d,19
5442,1,0,0,0,0,0,1,0,1,0,0,d,19
5443,2,0,1,0,0,0,0,0,1,0,0,d,19
5444,3,1,0,0,1,0,1,0,1,1,1,d,19
5445,4,0,0,1,1,1,0,1,1,1,0,d,19
5446,5,0,0,1,0,0,0,0,1,0,0,d,19
5447,6,0,1,1,0,1,0,0,1,1,0,d,19
5448,7,0,0,1,0,0,0,0,1,0,0,d,19
5449,8,0,0,0,1,1,0,0,0,0,0,d,19
5450,9,0,0,0,0,0,0,0,0,0,0,d,19
5451,0,0,0,0,0,0,0,0,1,0,0,f,3
5452,1,0,0,0,0,0,1,1,0,0,0,f,3
5453,2,0,0,0,0,1,0,0,0,0,0,f,3
5454,3,0,0,0,0,1,1,0,0,0,0,f,3
5455,4,0,0,1,1,1,1,1,0,0,0,f,3
5456,5,0,0,0,0,1,0,0,0,0,0,f,3
5457,6,0,0,0,0,1,0,0,0,0,0,f,3
5458,7,0,0,0,0,1,0,0,0,0,0,f,3
5459,8,0,0,0,0,1,0,0,0,0,0,f,3
5460,9,1,0,0,0,0,0,0,0,0,0,f,3
5461,0,0,0,0,0,0,0,0,0,0,0,b,6
5462,1,1,0,1,0,0,0,0,0,0,0,b,6
5463,2,0,0,1,0,0,0,0,0,0,0,b,6
5464,3,1,0,1,0,1,0,0,0,0,0,b,6
5465,4,0,0,0,1,1,1,1,1,0,0,b,6
5466,5,0,0,1,0,0,0,0,1,0,0,b,6
5467,6,0,1,1,0,0,0,0,1,0,0,b,6
5468,7,0,0,1,0,0,0,0,1,0,0,b,6
5469,8,0,0,1,1,1,1,1,0,0,0,b,6
5470,9,0,0,0,0,0,0,0,0,0,0,b,6
5471,0,0,0,0,0,0,0,0,0,0,0,d,3
5472,1,0,0,0,0,0,0,0,1,0,0,d,3
5473,2,0,0,0,0,0,0,0,1,0,0,d,3
5474,3,0,0,0,0,0,0,0,1,0,0,d,3
5475,4,0,0,0,1,1,1,1,1,0,0,d,3
5476,5,0,0,1,1,0,0,0,0,0,0,d,3
5477,6,0,0,1,0,0,0,0,1,0,0,d,3
5478,7,0,0,1,0,0,0,1,1,0,0,d,3
5479,8,0,0,0,1,1,1,1,1,0,0,d,3
5480,9,0,0,0,0,0,0,0,0,0,0,d,3
5481,0,0,0,0,0,0,0,0,0,1,1,f,16
5482,1,0,1,0,0,0,1,1,1,0,0,f,16
5483,2,1,0,0,0,0,0,0,0,0,0,f,16
5484,3,0,0,1,0,1,0,0,0,0,0,f,16
5485,4,0,0,1,1,1,1,1,0,1,0,f,16
5486,5,1,0,0,0,1,0,0,0,0,0,f,16
5487,6,0,0,0,0,1,0,1,0,0,0,f,16
5488,7,1,0,0,0,1,0,0,1,0,0,f,16
5489,8,0,0,1,0,1,1,0,1,0,1,f,16
5490,9,0,0,0,0,0,0,0,0,0,0,f,16
5491,0,0,0,0,0,0,1,0,0,0,0,b,11
5492,1,0,0,1,0,0,0,0,0,0,0,b,11
5493,2,0,1,1,0,0,0,0,0,0,0,b,11
5494,3,0,0,1,0,0,0,0,0,0,0,b,11
5495,4,0,1,1,1,0,1,1,0,1,1,b,11
5496,5,0,0,1,0,0,0,0,1,0,0,b,11
5497,6,0,0,1,0,0,1,0,1,0,0,b,11
5498,7,0,0,1,0,0,0,0,1,1,0,b,11
5499,8,0,0,1,1,1,1,0,0,0,0,b,11
5500,9,0,0,0,0,0,0,0,1,0,1,b,11
5501,0,0,0,1,0,0,0,0,0,0,0,d,30
5502,1,0,0,0,0,0,1,0,0,1,0,d,30
5503,2,0,0,0,1,0,0,0,1,0,0,d,30
5504,3,0,0,0,0,0,0,0,0,0,0,d,30
5505,4,0,0,1,1,1,1,1,1,0,0,d,30
5506,5,0,0,1,0,0,0,0,1,0,1,d,30
5507,6,0,0,1,1,0,0,1,1,0,0,d,30
5508,7,0,0,1,0,0,0,1,0,0,0,d,30
5509,8,1,1,0,1,1,1,1,1,1,1,d,30
5510,9,0,1,0,0,1,0,1,0,1,0,d,30
5511,0,0,0,0,0,0,0,0,1,1,0,f,13
5512,1,0,1,0,0,0,1,0,0,0,0,f,13
5513,2,1,0,0,0,1,0,0,0,0,1,f,13
5514,3,0,1,1,0,1,0,0,0,0,0,f,13
5515,4,0,0,1,1,1,0,1,1,0,1,f,13
5516,5,0,0,0,0,1,0,0,0,0,0,f,13
5517,6,0,0,0,0,1,0,0,0,0,0,f,13
5518,7,0,0,0,0,1,0,0,1,0,0,f,13
5519,8,0,0,0,0,1,1,0,0,0,0,f,13
5520,9,0,0,0,0,0,0,0,0,0,0,f,13
5521,0,0,1,0,0,0,0,0,0,0,0,b,16
5522,1,0,0,1,0,0,1,0,0,0,0,b,16
5523,2,0,0,1,0,0,0,1,0,0,0,b,16
5524,3,0,0,1,0,0,0,0,0,1,1,b,16
5525,4,0,0,1,1,1,1,0,0,1,0,b,16
5526,5,0,0,1,0,1,0,0,0,0,0,b,16
5527,6,0,1,1,0,0,0,0,1,0,0,b,16
5528,7,0,0,0,0,0,0,0,1,1,0,b,16
5529,8,0,1,1,1,1,1,1,1,0,0,b,16
5530,9,0,0,0,0,0,0,1,1,0,0,b,16
5531,0,1,1,0,1,0,0,1,0,1,0,d,19
5532,1,0,1,0,0,0,1,0,1,0,0,d,19
5533,2,0,0,0,1,0,1,0,1,0,0,d,19
5534,3,1,0,0,0,0,0,0,0,0,0,d,19
5535,4,0,0,0,1,1,1,1,1,1,0,d,19
5536,5,0,1,1,1,0,0,0,1,1,1,d,19
5537,6,0,0,1,0,0,0,0,1,0,0,d,19
5538,7,1,0,1,0,0,0,0,1,0,0,d,19
5539,8,0,0,0,1,1,1,1,1,0,0,d,19
5540,9,0,0,0,0,0,0,0,0,0,0,d,19
5541,0,0,0,0,0,1,1,0,0,0,0,f,23
5542,1,0,0,0,1,0,1,1,1,1,0,f,23
5543,2,0,0,0,0,1,1,0,1,0,0,f,23
5544,3,0,0,0,0,1,1,0,0,0,0,f,23
5545,4,0,0,1,1,1,1,0,1,0,1,f,23
5546,5,0,0,1,0,1,1,0,0,0,0,f,23
5547,6,0,0,0,0,1,0,0,0,0,0,f,23
5548,7,1,1,0,0,1,1,0,0,0,0,f,23
5549,8,0,0,0,0,1,1,1,0,0,1,f,23
5550,9,0,0,0,0,0,0,0,0,0,0,f,23
5551,0,0,0,0,0,0,0,1,0,0,0,b,10
5552,1,0,0,1,0,0,0,1,0,0,0,b,10
5553,2,0,0,1,0,1,0,0,0,0,0,b,10
5554,3,0,0,1,0,0,0,0,0,0,0,b,10
5555,4,0,0,1,0,1,1,1,0,0,0,b,10
5556,5,0,0,0,0,0,0,0,1,1,0,b,10
5557,6,0,0,1,1,0,0,0,1,0,0,b,10
5558,7,0,0,1,0,0,0,0,1,0,0,b,10
5559,8,0,0,1,1,1,1,1,0,0,0,b,10
5560,9,0,0,0,0,0,0,0,0,1,0,b,10
5561,0,0,0,1,0,0,0,0,0,0,0,d,13
5562,1,1,0,0,0,0,0,0,1,0,0,d,13
5563,2,0,0,0,0,0,0,0,1,0,0,d,13
5564,3,0,1,0,0,0,0,0,1,0,0,d,13
5565,4,0,0,1,1,1,1,0,1,0,0,d,13
5566,5,0,0,1,1,0,1,0,1,0,0,d,13
5567,6,0,0,1,0,0,0,0,1,0,0,d,13
5568,7,0,0,1,0,0,0,0,1,0,0,d,13
5569,8,0,0,1,1,1,1,1,1,0,0,d,13
5570,9,1,0,0,0,1,0,1,0,0,0,d,13
5571,0,0,0,1,0,0,0,0,0,0,0,f,12
5572,1,0,0,0,0,0,1,1,0,0,1,f,12
5573,2,0,0,0,0,1,0,0,0,0,0,f,12
5574,3,0,1,0,0,1,0,0,1,1,0,f,12
5575,4,0,0,1,1,1,1,1,0,0,1,f,12
5576,5,0,0,0,0,1,1,0,1,0,1,f,12
5577,6,0,1,0,0,1,0,0,1,0,0,f,12
5578,7,0,0,0,0,1,0,0,0,0,1,f,12
5579,8,0,0,0,0,1,0,0,0,0,0,f,12
5580,9,0,0,0,0,0,0,0,0,0,0,f,12
5581,0,0,0,0,0,0,0,0,0,0,1,b,23
5582,1,0,0,1,0,0,1,1,0,0,0,b,23
5583,2,0,0,1,0,0,1,0,0,1,1,b,23
5584,3,0,1,1,0,0,1,1,0,0,1,b,23
5585,4,0,0,1,1,0,1,1,0,0,0,b,23
5586,5,0,0,1,0,0,0,0,0,0,0,b,23
5587,6,0,1,1,0,0,1,0,1,0,0,b,23
5588,7,0,0,1,0,0,0,1,1,0,0,b,23
5589,8,0,0,1,1,1,1,1,0,0,1,b,23
5590,9,1,1,0,0,0,0,1,0,1,1,b,23
5591,0,0,0,0,0,0,1,0,1,0,0,d,25
5592,1,1,1,1,0,0,0,0,1,1,0,d,25
5593,2,0,0,1,0,0,0,1,1,0,0,d,25
5594,3,0,0,1,0,0,1,0,1,0,0,d,25
5595,4,0,0,0,1,1,1,1,1,0,0,d,25
5596,5,0,0,1,1,0,0,0,1,0,0,d,25
5597,6,0,0,1,0,0,1,1,1,0,1,d,25
5598,7,0,1,1,0,0,0,0,1,0,0,d,25
5599,8,0,1,0,1,1,1,1,1,0,1,d,25
5600,9,0,0,0,1,0,0,1,0,0,0,d,25
5601,0,0,0,0,0,1,0,1,0,0,0,f,26
5602,1,0,0,1,0,0,1,0,0,1,0,f,26
5603,2,1,0,0,0,1,0,0,0,0,0,f,26
5604,3,1,0,0,0,1,0,0,1,0,0,f,26
5605,4,1,0,1,1,1,0,1,0,0,0,f,26
5606,5,1,0,0,1,0,0,1,0,0,0,f,26
5607,6,0,0,0,1,1,0,0,0,0,0,f,26
5608,7,0,1,0,0,0,0,1,0,0,0,f,26
5609,8,0,1,0,0,1,0,0,0,1,0,f,26
5610,9,0,0,0,0,0,0,0,0,0,0,f,26
5611,0,1,0,0,0,0,0,0,1,1,0,b,31
5612,1,0,0,1,1,0,1,0,0,0,0,b,31
5613,2,0,0,0,0,1,0,1,1,1,0,b,31
5614,3,1,0,0,0,0,0,0,1,1,0,b,31
5615,4,0,1,1,1,1,0,0,1,0,0,b,31
5616,5,0,0,1,0,1,0,1,1,0,0,b,31
5617,6,0,1,1,1,0,0,0,1,0,0,b,31
5618,7,0,0,1,1,0,0,0,1,0,1,b,31
5619,8,0,0,1,1,1,1,1,0,0,0,b,31
5620,9,0,0,1,0,0,0,0,0,0,0,b,31
5621,0,0,0,0,0,0,0,0,1,1,0,d,8
5622,1,0,0,0,0,0,0,0,1,0,0,d,8
5623,2,0,0,0,0,0,0,0,0,0,0,d,8
5624,3,0,0,0,0,0,0,0,1,1,0,d,8
5625,4,0,0,0,1,1,1,1,1,0,0,d,8
5626,5,0,0,1,0,0,0,0,1,0,0,d,8
5627,6,0,0,1,0,0,0,0,1,1,0,d,8
5628,7,0,1,1,0,0,0,0,1,0,0,d,8
5629,8,0,0,0,1,1,1,1,1,0,0,d,8
5630,9,0,0,0,0,1,0,0,0,0,1,d,8
5631,0,0,0,0,0,0,0,0,0,0,1,f,4
5632,1,0,0,0,0,0,1,1,0,1,0,f,4
5633,2,0,0,0,0,1,0,0,0,0,0,f,4
5634,3,0,0,0,0,1,0,0,0,0,0,f,4
5635,4,0,0,1,1,1,1,1,0,0,0,f,4
5636,5,0,1,0,0,1,0,0,0,0,0,f,4
5637,6,1,0,0,0,1,0,0,0,0,0,f,4
5638,7,0,0,0,0,1,0,0,0,0,0,f,4
5639,8,0,0,0,0,1,0,0,0,0,0,f,4
5640,9,0,0,0,0,0,0,0,0,0,0,f,4
5641,0,0,0,0,0,0,0,0,1,0,0,b,28
5642,1,0,0,1,0,0,0,0,0,0,0,b,28
5643,2,1,1,1,0,0,0,0,1,0,0,b,28
5644,3,0,0,1,0,0,0,0,0,0,0,b,28
5645,4,0,0,1,1,1,1,0,0,0,0,b,28
5646,5,0,0,0,0,0,0,0,1,0,0,b,28
5647,6,0,1,0,0,0,0,0,1,1,0,b,28
5648,7,0,0,1,1,0,0,1,1,0,0,b,28
5649,8,1,0,0,0,1,1,1,0,0,0,b,28
5650,9,0,0,0,1,0,0,0,0,0,1,b,28
5651,0,0,0,0,0,0,0,0,0,1,0,d,3
5652,1,0,0,0,0,0,0,0,1,0,0,d,3
5653,2,0,0,0,0,0,0,0,1,0,0,d,3
5654,3,0,0,0,0,0,1,0,1,0,0,d,3
5655,4,0,0,0,1,1,1,1,1,0,0,d,3
5656,5,0,0,1,0,0,0,0,1,0,0,d,3
5657,6,0,0,1,0,0,0,0,1,0,0,d,3
5658,7,0,0,1,0,0,0,0,1,0,0,d,3
5659,8,0,0,0,1,1,1,1,1,0,0,d,3
5660,9,0,1,0,0,0,0,0,0,0,0,d,3
5661,0,0,1,0,0,0,1,0,0,0,1,f,18
5662,1,0,0,0,0,1,0,1,0,0,0,f,18
5663,2,0,0,0,1,0,0,0,0,1,0,f,18
5664,3,0,0,1,0,1,0,0,0,0,0,f,18
5665,4,0,0,1,1,1,1,1,0,0,0,f,18
5666,5,1,0,0,0,1,0,0,0,1,0,f,18
5667,6,0,0,0,1,1,1,0,0,0,0,f,18
5668,7,0,0,0,0,1,0,0,1,0,1,f,18
5669,8,0,0,0,0,1,0,0,0,0,0,f,18
5670,9,0,0,0,0,0,0,1,0,0,0,f,18
5671,0,0,0,0,0,0,0,0,0,0,0,b,1
5672,1,0,0,1,0,0,0,0,0,0,0,b,1
5673,2,0,0,1,0,1,0,0,0,0,0,b,1
5674,3,0,0,1,0,0,0,0,0,0,0,b,1
5675,4,0,0,1,1,1,1,1,0,0,0,b,1
5676,5,0,0,1,0,0,0,0,1,0,0,b,1
5677,6,0,0,1,0,0,0,0,1,0,0,b,1
5678,7,0,0,1,0,0,0,0,1,0,0,b,1
5679,8,0,0,1,1,1,1,1,0,0,0,b,1
5680,9,0,0,0,0,0,0,0,0,0,0,b,1
5681,0,0,0,0,0,0,0,0,0,0,0,d,27
5682,1,0,0,1,0,0,0,0,1,0,0,d,27
5683,2,0,1,0,0,0,0,1,1,0,0,d,27
5684,3,0,0,0,0,1,1,0,0,0,1,d,27
5685,4,0,0,1,0,1,0,1,1,0,0,d,27
5686,5,0,0,1,0,0,0,1,1,0,0,d,27
5687,6,1,0,1,0,1,0,0,0,0,0,d,27
5688,7,0,1,1,0,0,0,0,1,0,0,d,27
5689,8,1,0,1,1,1,1,1,1,0,0,d,27
5690,9,1,0,0,0,1,0,0,0,0,0,d,27
5691,0,0,1,0,0,0,1,0,0,0,0,f,18
5692,1,0,0,1,0,0,1,1,0,0,0,f,18
5693,2,0,0,1,0,0,0,0,0,0,0,f,18
5694,3,1,0,0,0,1,0,0,0,0,0,f,18
5695,4,0,0,1,0,1,1,1,0,0,0,f,18
5696,5,0,0,0,0,1,0,0,0,0,0,f,18
5697,6,0,0,0,0,1,1,1,0,0,0,f,18
5698,7,0,1,0,0,1,0,1,1,0,0,f,18
5699,8,0,1,0,0,1,0,0,0,0,0,f,18
5700,9,0,0,0,0,0,1,0,0,0,0,f,18
5701,0,0,0,0,0,1,0,0,0,0,0,b,1
5702,1,0,0,1,0,0,0,0,0,0,0,b,1
5703,2,0,0,1,0,0,0,0,0,0,0,b,1
5704,3,0,0,1,0,0,0,0,0,0,0,b,1
5705,4,0,0,1,1,1,1,1,0,0,0,b,1
5706,5,0,0,1,0,0,0,0,1,0,0,b,1
5707,6,0,0,1,0,0,0,0,1,0,0,b,1
5708,7,0,0,1,0,0,0,0,1,0,0,b,1
5709,8,0,0,1,1,1,1,1,0,0,0,b,1
5710,9,0,0,0,0,0,0,0,0,0,0,b,1
5711,0,0,0,0,0,0,0,0,0,0,1,d,9
5712,1,0,0,0,0,1,0,1,0,0,0,d,9
5713,2,0,1,0,0,0,0,0,1,0,0,d,9
5714,3,0,0,0,0,0,0,0,1,0,0,d,9
5715,4,0,0,0,1,1,1,1,1,0,0,d,9
5716,5,0,0,1,0,0,0,0,1,0,0,d,9
5717,6,0,0,1,1,0,0,0,1,0,0,d,9
5718,7,0,0,1,1,0,0,0,1,0,0,d,9
5719,8,0,1,0,1,1,1,1,1,0,0,d,9
5720,9,1,0,0,0,0,0,0,0,0,0,d,9
5721,0,0,0,0,0,0,0,0,0,1,0,f,13
5722,1,0,1,0,0,0,1,0,0,0,0,f,13
5723,2,0,0,0,1,0,0,0,0,1,0,f,13
5724,3,0,0,0,0,1,0,0,0,1,0,f,13
5725,4,0,1,1,1,1,1,1,0,0,0,f,13
5726,5,0,0,0,0,1,0,0,0,0,0,f,13
5727,6,0,0,0,1,1,1,0,0,0,0,f,13
5728,7,0,0,0,0,1,0,0,0,0,0,f,13
5729,8,0,0,0,0,0,0,0,0,0,0,f,13
5730,9,0,0,0,0,1,0,0,0,1,0,f,13
5731,0,1,0,0,0,0,0,0,0,0,0,b,9
5732,1,0,0,1,0,0,0,1,0,0,1,b,9
5733,2,0,0,1,0,0,0,0,0,0,1,b,9
5734,3,0,0,1,0,0,0,0,0,0,0,b,9
